"id","label","tweet"
"tw:797955428399267840","0","RT @SpottyBalfour: Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival'   #auspol https://t.co/9YWnsZN2yQ via @smh"
"tw:797956195621314561","0","Retweeted Ro Nay San Lwin (@nslwin):

At least 100 #Rohingya civilians are dead and many are injured in two days... https://t.co/Kv8tTNEbYX"
"tw:797956548425236480","0","RT @ShowPatience: Top story: Donald Trump backer says Australia-US refugee swap deal is 'dead on … https://t.co/CsW4DVzZ3O, see more https:…"
"tw:797956625948512256","0","Reality will never phase @PeterDutton_MP or @Turnbullmalcolm. Nor does integrity or bothering to find a long term,… https://t.co/KnL5ujeaxR"
"tw:797956769284640768","0","RT @nslwin: Left For Dead: #Myanmar’s #Muslim Minority #Rohingya (Full Length) https://t.co/6jiMpRtHbx via @vice's documentary flim"
"tw:797956871365619712","0","The LNP are now realising what it means to have “Pres Trump”. TPP, refugee deal, renewables, all dead. Any reasonable agreements, dead."
"tw:797957956784373760","0","RT @drzarni: #MyanmarArmy Propaganda is far more effective on its #Rohingya genocide than Hitler's. Buddhist Society &amp; #AungSanSuuKyi soul-…"
"tw:797958287924658176","0","RT @GeorgeBludger: The LNP are now realising what it means to have “Pres Trump”. TPP, refugee deal, renewables, all dead. Any reasonable ag…"
"tw:797958697167110144","0","The UNHRC weren’t consulted. The details of the refugee transfer largely unknown. No interest from incoming US admin to follow through. Dead"
"tw:797958769158209536","0","Sadly ironic. How many have already died in detention? #Manus #Nauru #RefugeesWelcome  https://t.co/eoDYdsPMsd"
"tw:797958852612276224","0","RT @GeorgeBludger: The UNHRC weren’t consulted. The details of the refugee transfer largely unknown. No interest from incoming US admin to…"
"tw:797958907146752000","0","Retweeted Nevie el Jefe (@Makeachange777):

Donald Trump backer says Australia-US refugee swap deal is 'dead on... https://t.co/WULHsnO9RV"
"tw:797959009827311616","0","https://t.co/YskSqIw63H RT https://t.co/m2bP6uUeK3"
"tw:797959124558508032","0","RT @kingham111: Retweeted Nevie el Jefe (@Makeachange777):

Donald Trump backer says Australia-US refugee swap deal is 'dead on... https://…"
"tw:797959296910692352","0","Believe that and you will believe anything. https://t.co/cqEvkVnwQ7"
"tw:797959391508983808","0","@smh Trump backer- refugee swap deal dead @paulmcgeough is a left wing dill; always biased too often wrong."
"tw:797959459376988160","0","Sounds legit, I think @TurnbullMalcolm doesn't have a clue or plan B. https://t.co/p4bOmdlqos"
"tw:797959616369815552","0","RT @AkhFindMyMiswaq: Allegations? Can you so called journalists have a day off?  They didn't exactly shoot themselves with bamboo sticks… "
"tw:797960445466247168","0","RT @DanielHRLC: Nauru &amp; Manus are dead ends. Every person held there must be allowed to rebuild their lives in safety. For those al… "
"tw:797960995654074368","0","RT @JamilaHanan: Many more being burnt down right now and its getting worse, #Rohingya villagers being shot dead https://t.co/smIMelts44"
"tw:797961769410908160","0","RT @davey_leonie: Sadly ironic. How many have already died in detention? #Manus #Nauru #RefugeesWelcome  https://t.co/eoDYdsPMsd"
"tw:797965385299464192","1","RT @MyFirstCousin: Turnbull is a shambles. A Trump backer says his refugee settling policy is 'dead' yet there's a huge armada trying to st…"
"tw:797967104083247104","1","RT @_sara_jade_: Nothing about this makes sense ! 

Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/iJzl…"
"tw:797969955702603776","1","#Macrisis y su mujer explota a los inmigrantes y los discrimina https://t.co/zMngQDkE74"
"tw:797970040914149376","1","RT @araa2003: #Macrisis y su mujer explota a los inmigrantes y los discrimina https://t.co/zMngQDkE74"
"tw:797972675352109056","1","RT @SuchNigel: "" It'll be dead on arrival ""

#Nauru
#Manus

https://t.co/rtR39DnFg1"
"tw:797974934609760256","1","Refugee deal 'dead on arrival', says US expert | SBS News https://t.co/yugfDMGswB You might know it as 'Fucked Up Again'?"
"tw:797975388802551808","1","RT @nanoview: Refugee deal 'dead on arrival', says US expert | SBS News https://t.co/yugfDMGswB You might know it as 'Fucked Up Again'?"
"tw:797976767797415936","0","Whops.
SMH - Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival'"
"tw:797978966749384704","1","Clearance Operation Of #Myanmar Military Left At Least 80 Rohingya Civilians Dead https://t.co/gimyz9jSyd via @rohingyablogger #Rohingya"
"tw:797982185353461760","1","RT @iatemuggles: project by british journalist where he photographs syrian refugee families &amp; leaves a place for every missing person https…"
"tw:797982636866011138","1","RT @DanielHRLC: Finally, Govt is admitting that Nauru &amp; Manus are dead ends. Each &amp; every person needs a humane settlement outcome:
https:/…"
"tw:797983661937172480","1","RT @Bf99Floyd: That probably why the Th urnbull mob announced it early so President Obama could still do it while President. https://t.co/l…"
"tw:797985780941602816","0","Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/X8VGQKRThW #Sydney #News"
"tw:797986834039078912","0","RT @CurtBrit: The Death of the Most Generous Nation on Earth 

https://t.co/2oxMoYp0JM https://t.co/wbnDhka2vW"
"tw:797986884655775746","0","RT @worldnews_net: Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/X8VGQKRThW #Sydney #News"
"tw:797987431601405952","0","First Australia-US foreign policy problem of the Trump era? https://t.co/bXmbwHAjoI"
"tw:797987682609569792","0","RT @graham_euan: First Australia-US foreign policy problem of the Trump era? https://t.co/bXmbwHAjoI"
"tw:797999093897396224","0","australia: Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/6yCEKZckjz"
"tw:798000399840002048","0","#Trump Backer says AU &amp; US #Refugee swap Deal 'DEAD on ARRIVAL' https://t.co/xFQGCalMuV via @theREPORTRS #auspol #asylumseekers"
"tw:798001283508486144","0","RT @theREPORTRS: #Trump Backer says AU &amp; US #Refugee swap Deal 'DEAD on ARRIVAL' https://t.co/xFQGCalMuV via @theREPORTRS #auspol #asylumse…"
"tw:798014449336479744","0","Aussie refugee deal is ‘dead on arrival’: Trump ally | The New Daily https://t.co/IDIuxoR0Ag"
"tw:798014669302550528","0","RT @lynlinking: Aussie refugee deal is ‘dead on arrival’: Trump ally | The New Daily https://t.co/IDIuxoR0Ag"
"tw:798015910514565121","1","This deal is dead on arrival with the new Trump regime https://t.co/YcfoSkIwBt"
"tw:798016242346901504","1","RT @Asher_Wolf: This deal is dead on arrival with the new Trump regime https://t.co/YcfoSkIwBt"
"tw:798019984966361088","1","Les #musulmans dans le monde https://t.co/fS0bpzloW2"
"tw:798020141996855296","1","""Dead in the water"" – Trump ally weighs in on Aussie refugee deal: https://t.co/vmbuSM4F0y #AusPol #USpoli… https://t.co/SGWipw3Lyq"
"tw:798020680042168320","1","RT @TheNewDailyAu: ""Dead in the water"" – Trump ally weighs in on Aussie refugee deal: https://t.co/vmbuSM4F0y #AusPol #USpoli… "
"tw:798021267303477249","0","Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/K0tuTHs19p #auspol #BRINGTHEMHERE"
"tw:798031126530904064","1","Does this mean the refugees are dead on arrival or Turnbull's policy is dead on arrival? #auspol https://t.co/E226z2GWHw"
"tw:798046829250101248","1","Dead Muslims are a matter of simple statistics. In fact, perpetrators of these heinous crimes against Muslims get N… https://t.co/bRE9AYvBmz"
"tw:798047926194868224","1","Myanmar army kills 25 in Rohingya villages The Myanmar army says it shot dead 25  https://t.co/67Lq0mGu2K"
"tw:798048144567087104","1","RT @adancabdulle: Dead Muslims are a matter of simple statistics. In fact, perpetrators of these heinous crimes against Muslims get N… "
"tw:798049387297394688","1","#BBCNews Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25 people ""armed…… https://t.co/piBHExobpV"
"tw:798053205930364928","1","Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25 people ""armed with… https://t.co/VoqsbCngbI #news"
"tw:798055718922252288","1","Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25… https://t.co/vtQ6Zqs2bS #BBC"
"tw:798056397699186688","1","World: Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25… https://t.co/ifT82KbjS8"
"tw:798056835123015680","1","#bbc Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25… https://t.co/I3Zg1YSYqz"
"tw:798057486427176961","1","Asia: Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25… https://t.co/r6q6n4NGRo"
"tw:798075423523381249","1","RT @Refugees: Education can help reduce child marriage, infant mortality + child health. But many refugee girls are missing out.… "
"tw:798080585847619584","1","Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival'.

Truffles waffled for a year, NOW this https://t.co/jGwVE1otJ8"
"tw:798082714251317248","1","A #Rohingya from #DarGyiSar said on Nov 13 more than 100 #Rohingya dead bodies were covered with straw &amp; burned into ashes by #Myanmar Army."
"tw:798083761149775872","1","RT @nslwin: A #Rohingya from #DarGyiSar said on Nov 13 more than 100 #Rohingya dead bodies were covered with straw &amp; burned into ashes by #…"
"tw:798089631044485121","0","""what made you cross this border between life and death?
please... sing for me."" #soundhorizonbot
 #sunbot"
"tw:798095474817437696","1","786 Sunni Muslims like Christians r defying G*D loyal to murders of 13 of 14 Infallibles+their Shia+refuse 2 repent… https://t.co/TyiauQJIyS"
"tw:798098037604159488","1","RT @AbetzFake: Does this mean the refugees are dead on arrival or Turnbull's policy is dead on arrival? #auspol https://t.co/E226z2GWHw"
"tw:798098895511449600","1","When you see clouds of smoke rising from #Rohingya villages previously torched to ground, ask what they are burning
https://t.co/IcDptDigyN"
"tw:798099206569271297","1","RT @JamilaHanan: When you see clouds of smoke rising from #Rohingya villages previously torched to ground, ask what they are burning
https:…"
"tw:798102272672604160","1","Auch die Österreicher können sich bei Merkel bedanken.

 https://t.co/Z7h162pxIP"
"tw:798104304729149440","1","RT @petpanther0: Auch die Österreicher können sich bei Merkel bedanken.

 https://t.co/Z7h162pxIP"
"tw:798121786139443201","1","RT @ranaz75: When you see clouds of smoke rising from #Rohingya villages previously torched to ground, ask what they are burning
https://t.…"
"tw:798121786147766272","1","RT @7layers_: No media coverage, outrage will start when the Rohingya start fighting back. https://t.co/1I9oGSuRWS"
"tw:798126867689549824","0","Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/6iRKhAeBIW via @theage #auspol #factcheck"
"tw:798129578317221888","1","Death at the Border https://t.co/CRw0T44bgv https://t.co/2ub9790LR2"
"tw:798146454674087936","1","myanmarda yüzlerce muslüman rohingyallı katledildi myanmar haritadan siliniyor kafir çin 3 köyu yoketti https://t.co/vBNVPAHCuT"
"tw:798163275468996608","1","RT @sam_haber_porta: myanmarda yüzlerce muslüman rohingyallı katledildi myanmar haritadan siliniyor kafir çin 3 köyu yoketti https://t.co/v…"
"tw:798184478946443264","1","RT @MeehanElisabeth: Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival'.

Truffles waffled for a year, NOW this h…"
"tw:798188376381759488","1","An elderly #Rohingya man, named Abdul Hakim from #DarGyiSar village was shot dead by @Min_Aung_Hlaing's Army on Nov… https://t.co/OJr5ZuKJQn"
"tw:798189021755154432","1","#worldnews Myanmar army kills 25 in Rohingya villages: The Myanmar army says it shot dead 25 people ""armed with… https://t.co/9esiQly8xm"
"tw:798200433088995328","1","For all the safety pin people, Obama 8 years?
Continued US ""War on Terror"" death, destabilization, mass migration M… https://t.co/dbRPmJz7Y4"
"tw:798204203592138753","1","RT @Sthumoe: An elderly #Rohingya man, named Abdul Hakim from #DarGyiSar village was shot dead by @Min_Aung_Hlaing's Army on Nov… "
"tw:798205791262142465","1","RT @Wade_Turnbull: For all the safety pin people, Obama 8 years?
Continued US ""War on Terror"" death, destabilization, mass migration M… "
"tw:798206226144366593","1","A couple of hours pause to count the dead,map the atrocities,as military reload their weapons+plot next #Rohingya villages to burn to ground"
"tw:798206454125776896","1","RT @JamilaHanan: A couple of hours pause to count the dead,map the atrocities,as military reload their weapons+plot next #Rohingya villages…"
"tw:798207766036881408","1","Heart stops beating! Rohingya women mourning on dead bodies of her family, burnt alive by #Myanmar army @POTUS… https://t.co/iipBi8nxtP"
"tw:798207940356210688","1","RT @drkhubyb: Heart stops beating! Rohingya women mourning on dead bodies of her family, burnt alive by #Myanmar army @POTUS… "
"tw:798219044641968128","0","#undocumented #migrant invasion. The evolution of Immigration &amp; the death of assimilation and respect for one's hos… https://t.co/5XUSnKGiet"
"tw:798219453813047296","0","Migration, a death defying feat, but sadly not all Bewick's make it. Read more in our weekly round up &gt;… https://t.co/0nLoIGIawp"
"tw:798220977020817408","0","RT @WWTSwanFlight: Migration, a death defying feat, but sadly not all Bewick's make it. Read more in our weekly round up &gt;… "
"tw:798228803868758017","0","RT @ezvox03: #undocumented #migrant invasion. The evolution of Immigration &amp; the death of assimilation and respect for one's hos… "
"tw:798281590904229888","0","Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/VGzyIeaoy7"
"tw:798282496836136964","0","RT @phbarratt: Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/VGzyIeaoy7"
"tw:798285994269110272","1","Political points to be scored for 🎩Truffles, the ""deal"" is just another excuse for incompetent human trafficking go… https://t.co/8RD3HoGYtV"
"tw:798288499350863873","1","RT @neenahouse: I would include the refugee @HahnAmerica. Without intervention or aid, refugees may also face certain death.… "
"tw:798333157217013760","1","#NEWS #WORLD Five dead as Mediterranean migrant death toll continues to rise - Yahoo News… https://t.co/kV7BHDF2wT"
"tw:798381104583446528","1","""EXPLORES THE BORDER OF LIFE AND DEATH!""-IMMORTAL FEAR-A Medical Thriller-Get The Kindle https://t.co/FB8c8ekIAV Ki… https://t.co/VAKM4kCzii"
"tw:798396006048133124","1","RT @SecretThoughtsA: ""EXPLORES THE BORDER OF LIFE AND DEATH!""-IMMORTAL FEAR-A Medical Thriller-Get The Kindle https://t.co/FB8c8ekIAV Ki… "
"tw:798403568025960448","1","RT @AnaMilosevic7: Political points to be scored for 🎩Truffles, the ""deal"" is just another excuse for incompetent human trafficking go… "
"tw:798434838172803073","1","RT @nslwin: Clearance Operation Of #Myanmar #Military Left At Least 80 #Rohingya Civilians Dead https://t.co/mKG45AtyVy"
"tw:798442889814503424","1","Clearance Operation Of #Myanmar Military Left At Least 80 #Rohingya Civilians Dead https://t.co/TcUYhcnILk By @JamilaHanan"
"tw:798456441866686465","1","More tragedies in the central #mediterranean. At least 6 people dead off the coast of #Libya yesterday #DeathatSea #migration"
"tw:798457580536242176","1","RT @arezomalakooti: More tragedies in the central #mediterranean. At least 6 people dead off the coast of #Libya yesterday #DeathatSea #mig…"
"tw:798459839567405056","0","341,055 migrants incl refugees arrived by sea to Europe
4,271 dead/missing https://t.co/Dc8umzcLLs #MigrationEurope https://t.co/wyMDNkaQQB"
"tw:798459911487324160","0","RT @UNmigration: 341,055 migrants incl refugees arrived by sea to Europe
4,271 dead/missing https://t.co/Dc8umzcLLs #MigrationEurope https:…"
"tw:798463262539005952","0","Hélas, avec le PS, si tu es migrant tu es mieux traité qu'un agriculteur = une retraite de merde après avoir bossé… https://t.co/NeBlTyobHG"
"tw:798463659219517440","0","RT @GrabowskyHenri: Hélas, avec le PS, si tu es migrant tu es mieux traité qu'un agriculteur = une retraite de merde après avoir bossé… "
"tw:798463957342130176","1","Trafficked &amp; unaccompanied refugee children going missing from UK care homes via @ECPATUK &amp; @missingpeople
https://t.co/AAhg8haR3N"
"tw:798465258637684736","1","RT @AIRECentre: Trafficked &amp; unaccompanied refugee children going missing from UK care homes via @ECPATUK &amp; @missingpeople
https://t.co/AAh…"
"tw:798472695843266560","1","Dozens feared missing in migrant wreck https://t.co/UOBVqtlYX4 #Ansa"
"tw:798473691646619648","1","Dozens feared missing in migrant wreck https://t.co/LtDgNoGjeN #news"
"tw:798474930547363840","1","Someone send this moron to Manus for a month &amp; we will see how genuine she is. I'm sick to death of her hate speech… https://t.co/oYxc6BSPKF"
"tw:798475951449473029","1","Dozens feared missing in migrant wreck https://t.co/cBVTg4sZHP #thexeon"
"tw:798476377972346880","1","RT @gorudd: Someone send this moron to Manus for a month &amp; we will see how genuine she is. I'm sick to death of her hate speech… "
"tw:798477455854080000","1","Dozens feared missing in migrant-dinghy wreck - Italian Coast Guard coordinating rescue, 15 saved https://t.co/e0l2Il5Zsz"
"tw:798477642085253120","1","Dozens feared missing in migrant wreck - Italian Coast Guard coordinating rescue, 15 saved https://t.co/z0dQ8AcFXc"
"tw:798477730035695616","1","RT @ansa_english: Dozens feared missing in migrant wreck - Italian Coast Guard coordinating rescue, 15 saved https://t.co/z0dQ8AcFXc"
"tw:798495331990274048","1","Six migrants drown in shipwreck off Libya"
"tw:798495614157852672","1","#Ultimora #Notizie Six migrants drown in shipwreck off Libya
  https://t.co/NBVgHFwS2L"
"tw:798497606687137792","1","Six migrants drown in shipwreck off Libya
  https://t.co/kkICMIXPQw #news"
"tw:798497924573315072","1","Ultimora: Six migrants drown in shipwreck off Libya
  https://t.co/4kFjQumErv #news #breaking #adnkronos"
"tw:798500365524045824","1","Six migrants drown in shipwreck off Libya   https://t.co/PnSkqOjMs2 #akiensecurity https://t.co/m8oU8Itefx"
"tw:798501486951010304","1","Since https://t.co/J360yr2faO seems to be dead, what is the preferred schema migration tool for gophers now? #golang"
"tw:798501643671244800","1","RT @dereulenspiegel: Since https://t.co/J360yr2faO seems to be dead, what is the preferred schema migration tool for gophers now? #golang"
"tw:798505113887252480","1","Dozens Feared Missing In Migrant Wreck https://t.co/45TChOvgiQ https://t.co/0x0oqwHGUX"
"tw:798505159416496128","1","RT @riskmaplive: Dozens Feared Missing In Migrant Wreck https://t.co/45TChOvgiQ https://t.co/0x0oqwHGUX"
"tw:798505681292853248","1","RT @News24Italy: Six migrants drown in shipwreck off Libya"
"tw:798507002716680192","1","Europe: 341,000+ #migrant arrivals by sea recorded so far this year. Nearly 4300 perished or are missing, according… https://t.co/aniGqiON32"
"tw:798509034177318913","1","RT @IOM_USA: Europe: 341,000+ #migrant arrivals by sea recorded so far this year. Nearly 4300 perished or are missing, according… "
"tw:798513459553910784","1","A border expert told us why building walls only leads to death and instability: https://t.co/bo39p5PitP"
"tw:798521363283574784","1","Border expert tells us why Trump's Mexico wall plans might lead to death and destabilisation https://t.co/t3WSk24zEC via @BIUK_Politics"
"tw:798524259425468416","1","Refugee brothers in Zaatari refugee camp, Jordan, missing their brother who was recently resettled to Canada… https://t.co/VpY96LyKw0"
"tw:798524692583825408","1","RT @SybellaWilkes: Refugee brothers in Zaatari refugee camp, Jordan, missing their brother who was recently resettled to Canada… "
"tw:798527560086941697","1","#business #retail A border expert told us why building walls only leads to death and instability https://t.co/9e4L8LcU5K"
"tw:798534493204312065","1","Dozens feared dead in new Mediterranean migrant sinking | by @AngusM1966 https://t.co/kO87yVzG8r https://t.co/TtFBSGRkkT"
"tw:798535851584036864","0","#turnbullhasnomorals Donald Trump backer says Australia-US refugee swap deal is 'dead on arrival' https://t.co/QoFx6vB4Rr via @brisbanetimes"
"tw:798540628347027456","1","RT @TheLocalItaly: Dozens feared dead in new Mediterranean migrant sinking | by @AngusM1966 https://t.co/kO87yVzG8r https://t.co/TtFBSGRkkT"
"tw:798543569447436288","0","Migrant Crisis: Dozens feared dead in new Mediterranean sinking https://t.co/Ra6PUmDNsn https://t.co/BslCOD7PWo"
"tw:798545066885267457","1","News post: ""A border expert told us why building walls only leads to death and instability"" https://t.co/qMPgiNj4bz"
"tw:798545468468920320","1","A border expert told us why building walls only leads to death and instability https://t.co/z3JJMo5V4J #Conservative"
"tw:798548503706345474","1","@asmith83 @newscientist nah your boy Soros has already reserved this for himself.Where do you think all his 200K mi… https://t.co/bs5u9kKGv2"
"tw:798549038945763329","1","A border expert told us why building walls only leads to death and instability https://t.co/dSwhfEIxXE #BlackBarbies #TuesdayMotivation"
"tw:798568960526524416","1","RT @anaisnin: @asmith83 @newscientist nah your boy Soros has already reserved this for himself.Where do you think all his 200K mi… "
"tw:798577845933080576","1","Sponsor teachers for the #Yazidi #refugees through our #braveones campaign: https://t.co/8dL7I6WGFp
$20 can… https://t.co/T1o1juQrDu"
"tw:798587658049966080","1","100 missing after migrant boat capsize in Med, on top of dozens feared missing after sinking on Monday @AFP breaking"
"tw:798587767395590144","1","#BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO"
"tw:798587799557394432","1","RT @AFP: #BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO"
"tw:798587815617556480","1","AFP: #BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO"
"tw:798587907359420416","1","#BREAKING: 100 missing in Mediterranean after migrant boat capsizes: NGO -AFP"
"tw:798588059780456448","1","#obama_athens ας πει κάποιος στους πλανητάρχες ότι οι άνθρωποι πνίγονται λίγο πιο πέρα απο το Αιγαίο https://t.co/HK0gaWdnGK"
"tw:798588077140832256","1","JUST IN: 100 missing in Mediterranean after migrant boat capsizes - NGO / AFP"
"tw:798588131519774720","1","RT @Breaking911: JUST IN: 100 missing in Mediterranean after migrant boat capsizes - NGO / AFP"
"tw:798588142777315328","1","⚡ 100 missing in Mediterranean after migrant boat capsizes: NGO (AFP)"
"tw:798588194740641793","1","RT @ptsiaras: #obama_athens ας πει κάποιος στους πλανητάρχες ότι οι άνθρωποι πνίγονται λίγο πιο πέρα απο το Αιγαίο https://t.co/HK0gaWdnGK"
"tw:798588346553483264","1","Retweeted AFP news agency (@AFP):

#BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO"
"tw:798588355747295232","1","100 missing in Mediterranean after migrant boat capsize: NGO"
"tw:798589385386115072","1","#BREAKING 100 missing in Mediterranean after migrant boat capsize: NGO"
"tw:798589544853540869","1","RT @AlArabiya_Eng: #BREAKING 100 missing in Mediterranean after migrant boat capsize: NGO"
"tw:798589691142340608","1","RT @indiatvnews: 100 missing in #Mediterranean after migrant boat capsizes: NGO (AFP)"
"tw:798589841873063936","1","#BREAKING : 100 missing in Mediterranean after migrant boat capsize: #TIDBIT"
"tw:798589937209765889","1","Retweeted India TV (@indiatvnews):

100 missing in #Mediterranean after migrant boat capsizes: NGO (AFP)"
"tw:798593558970150912","1","NGO says 100 missing in Mediterranean after migrant boat capsize https://t.co/xL4MROzjVu"
"tw:798593843230867456","1","#BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO #MigrantCrisis #Mediterranean #NGO #sea… https://t.co/ncNlOAttXA"
"tw:798594246445961216","1","NGO says 100 missing in Med after migrant boat capsize
 https://t.co/slru42yoXg"
"tw:798594248614572032","1","RT #LookingForNews.&gt;&gt; AFP NEWS #France #BREAKING 100 missing in Mediterranean after migrant boat capsizes: NGO https://t.co/6mfpg97zPv"
"tw:798594738794283010","1","#UPDATE NGO says 100 missing in Mediterranean after migrant boat capsize https://t.co/VQYxN6wi4N"
"tw:798594810135203841","1","RT @AFP: #UPDATE NGO says 100 missing in Mediterranean after migrant boat capsize https://t.co/VQYxN6wi4N"
"tw:798594844343996416","1","NGO says 100 missing in Med after migrant boat capsize 
 https://t.co/CvcMuHtm6o #International"
"tw:798595801291354112","1","AFP: #UPDATE NGO says 100 missing in Mediterranean after migrant boat capsize https://t.co/jkykyjaC2H"
